iter	MultiClass
158	0.006314858026
159	0.006237295216
160	0.006167639026
161	0.006101234379
162	0.006037887164
163	0.005976627466
164	0.005926354098
165	0.005863131569
166	0.005781199984
167	0.005716144834
168	0.005660373528
169	0.005583230431
170	0.005538265783
171	0.00548955352
172	0.00543432443
173	0.005364653901
174	0.005307906646
175	0.005260315825
176	0.005232277003
177	0.005181868144
178	0.005132423066
179	0.005088402843
180	0.005043060028
181	0.00500536652
182	0.005002835659
183	0.004946346988
184	0.004894418099
185	0.00483619737
186	0.004820832216
187	0.004776199225
188	0.004731577086
189	0.004692123515
190	0.004638973917
191	0.004597532252
192	0.004564548145
193	0.00455999282
194	0.004555291158
195	0.004539747384
196	0.004501818466
197	0.004481378855
198	0.004459673158
199	0.004422553515
200	0.004387843679
201	0.004340700816
202	0.004296460905
203	0.004253138819
204	0.004217177332
205	0.00418512002
206	0.004149881415
207	0.004115418236
208	0.0040811758
209	0.00405144521
210	0.004048929499
211	0.004016177573
212	0.003987368861
213	0.003957882303
214	0.003920499496
215	0.003906711251
216	0.00388263157
217	0.003855299608
218	0.003845670792
219	0.003832526717
220	0.003815044626
221	0.003786265207
222	0.003784325474
223	0.003758622607
224	0.003732937155
225	0.003716830585
226	0.003705203453
227	0.003680726554
228	0.003656054909
229	0.003627399995
230	0.003606988556
231	0.00359365704
232	0.003567495332
233	0.003544576046
234	0.003521664512
235	0.003499047175
236	0.003476570458
237	0.003466967697
238	0.003448891794
239	0.00342903291
240	0.003400332355
241	0.003384985815
242	0.003364284769
243	0.00334383261
244	0.003342291415
245	0.00332691833
246	0.003313048959
247	0.00329258226
248	0.003279696849
249	0.003260229963
250	0.003228536887
251	0.003208695099
252	0.003201300513
253	0.003199834878
254	0.003181024905
255	0.00317830401
256	0.00316073404
257	0.003142607109
258	0.003124684931
259	0.003099541633
260	0.003086438101
261	0.003074943909
262	0.003057548957
263	0.003043589734
264	0.003017661342
265	0.003013361812
266	0.003012088118
267	0.002985367948
268	0.002971371698
269	0.002958371095
270	0.00294175991
271	0.002940440848
272	0.002918454505
273	0.002902887331
274	0.002886884723
275	0.00288000536
276	0.002877727689
277	0.002853414051
278	0.002852406242
279	0.002843740906
280	0.002836395434
281	0.002820010862
282	0.002809039267
283	0.002804138759
284	0.002803140965
285	0.002800207033
286	0.002785243726
287	0.002779982517
288	0.002778641143
289	0.002773368638
290	0.002754060988
291	0.002740760506
292	0.002726946831
293	0.002718219944
294	0.00270780421
295	0.002692471378
296	0.002691649578
297	0.002678311524
298	0.002665214645
299	0.002652135488
300	0.002643822524
301	0.002637428743
302	0.002621510789
303	0.002613846846
304	0.002597247897
305	0.002596236948
306	0.002588872324
307	0.002569070769
308	0.002559124533
309	0.002539432531
310	0.002533568286
311	0.002517837757
312	0.002513290369
313	0.002501152347
314	0.00248913366
315	0.002485345608
316	0.002475747474
317	0.002466811994
318	0.002455643997
319	0.00244644899
320	0.00243532054
321	0.002430138964
322	0.002428274892
323	0.002421395797
324	0.002409972021
325	0.002398453758
326	0.002397740601
327	0.00239689207
328	0.00238088282
329	0.002370029322
330	0.002356431989
331	0.00235018758
332	0.002348380364
333	0.002343185758
334	0.002332643654
335	0.002328431416
336	0.002327832479
337	0.002326689053
338	0.002321860571
339	0.002310135392
340	0.002302660997
341	0.002297747045
342	0.002294094767
343	0.002282885612
344	0.002279090047
345	0.002271497562
346	0.002257715357
347	0.002242805039
348	0.002242237434
349	0.002235513749
350	0.002228529999
351	0.002227424753
352	0.002222570717
353	0.002213396112
354	0.002206876184
355	0.00219729529
356	0.002187278005
357	0.002186633772
358	0.002179904078
359	0.002166381428
360	0.002161023561
361	0.002159959675
362	0.002156853379
363	0.002156321672
364	0.002151763224
365	0.002138018443
366	0.002132374046
367	0.002127950762
368	0.002115582222
369	0.00210759349
370	0.002096703495
371	0.002096085299
372	0.002089447269
373	0.002088935757
374	0.002088460642
375	0.002088002028
376	0.002080531988
377	0.002071120039
378	0.002065708633
379	0.0020652169
380	0.002059610309
381	0.002050388964
382	0.00204492647
383	0.002039519375
384	0.002030890414
385	0.002024826918
386	0.002014223708
387	0.002006686156
388	0.002001448581
389	0.002000840031
390	0.001993185757
391	0.001988766644
392	0.001988380328
393	0.001980825
394	0.001980030312
395	0.001979557064
396	0.001974995285
397	0.00197069057
398	0.001970290872
399	0.001965527287
400	0.001956783866
401	0.001946844335
402	0.001946495859
403	0.001946086982
404	0.00194570343
405	0.001944761905
406	0.00193874155
407	0.001938149257
408	0.001927351493
409	0.001916164021
410	0.001912634666
411	0.001905708482
412	0.001899640938
413	0.001899316241
414	0.001898987301
415	0.001894209629
416	0.001885090287
417	0.001883995305
418	0.00188366682
419	0.001883269308
420	0.001875667836
421	0.001875346282
422	0.00187106844
423	0.00186436099
424	0.001854887575
425	0.001854570104
426	0.001847691336
427	0.001839181701
428	0.001832018094
429	0.001824633071
430	0.001823790561
431	0.001815160031
432	0.001814353592
433	0.001811702935
434	0.001807157755
435	0.001802975609
436	0.001802029754
437	0.001797038183
438	0.001790691505
439	0.001782555304
440	0.001778192347
441	0.001777543327
442	0.00177314276
443	0.001767186266
444	0.001766511464
445	0.001762513025
446	0.001762216462
447	0.001761948777
448	0.00176168743
449	0.001755103736
450	0.001746100453
451	0.001745828431
452	0.001736793902
453	0.001730813587
454	0.001726653754
455	0.001725974578
456	0.00172314888
457	0.00171913333
458	0.001715230378
459	0.001712802852
460	0.001708979595
461	0.001704850528
462	0.001697716144
463	0.001697442704
464	0.001694464846
465	0.001688490911
466	0.001683038497
467	0.001682551018
468	0.001676066079
469	0.001675250706
470	0.001674649938
471	0.00167061571
472	0.001663616549
473	0.001663089334
474	0.001659637763
475	0.001654155454
476	0.001653767849
477	0.001651513255
478	0.001649692573
479	0.00164945514
480	0.001642628079
481	0.001637257138
482	0.001632125396
483	0.001625580806
484	0.001623511849
485	0.001620157592
486	0.001619527612
487	0.001616438487
488	0.001616215789
489	0.001609400809
490	0.001606689587
491	0.001604769048
492	0.001599856446
493	0.001599621922
494	0.001596484518
495	0.001596252873
496	0.001592907176
497	0.001592666796
498	0.001586368303
499	0.001584448773
500	0.001578245954
501	0.001575360135
502	0.001570079104
503	0.001569574852
504	0.001567158724
505	0.001561946798
506	0.00155726461
507	0.001554478711
508	0.001549771605
509	0.001545822506
510	0.001538834786
511	0.001533797
512	0.001529280512
513	0.001522618175
514	0.001519323803
515	0.001512704218
516	0.001509544068
517	0.001507642433
518	0.001503272085
519	0.001496543102
520	0.001494421117
521	0.001493993244
522	0.001491199263
523	0.001485679013
524	0.001483486322
525	0.001483276902
526	0.001480080009
527	0.001478230529
528	0.001477645186
529	0.001477437883
530	0.001473068453
531	0.001472853508
532	0.001469559879
533	0.001463267439
534	0.001460334924
535	0.001457327868
536	0.001454691422
537	0.001451936648
538	0.001449064843
539	0.001448831328
540	0.001445957703
541	0.001443992681
542	0.001440482819
543	0.001436555785
544	0.001431809318
545	0.00143080484
546	0.001430340012
547	0.001429834284
548	0.001429347752
549	0.001427891649
550	0.001422751773
551	0.001421566891
552	0.001417602199
553	0.001411416741
554	0.001409515089
555	0.001409010621
556	0.00140502463
557	0.001404575081
558	0.001400763598
559	0.001398344997
560	0.00139450737
561	0.001394134079
562	0.001391762386
563	0.001391596251
564	0.001387606175
565	0.001387429401
566	0.001385397639
567	0.001380724195
568	0.001380524275
569	0.001379148908
570	0.001375436377
571	0.001375267179
572	0.001372999089
573	0.001368431397
574	0.001367800379
575	0.001367634868
576	0.001365042997
577	0.00136040567
578	0.001358412695
579	0.001354135263
580	0.001349500438
581	0.001346986607
582	0.001342511616
583	0.001340500513
584	0.001340058864
585	0.001337451026
586	0.001337083109
587	0.001335791795
588	0.001333410012
589	0.001328911804
590	0.001327259375
591	0.001327086307
592	0.0013248621
593	0.001321885345
594	0.001318382657
595	0.001314884639
596	0.001314730283
597	0.001312739992
598	0.001312543421
599	0.001312397221
600	0.001312241126
601	0.001312087878
602	0.001307367578
603	0.001307172653
604	0.001306972123
605	0.001306801746
606	0.001305230885
607	0.001303169328
608	0.001301650568
609	0.001301296252
610	0.001299268693
611	0.001295710698
612	0.001292341309
613	0.001290077862
614	0.001289898324
615	0.001287418766
616	0.001287253727
617	0.001283048795
618	0.001282912654
619	0.001280807274
620	0.001278803229
621	0.001278656929
622	0.001276108596
623	0.001272820739
624	0.001272494776
625	0.001269175553
626	0.001268818983
627	0.001268470193
628	0.001268319513
629	0.001268167548
630	0.00126422965
631	0.001262910475
632	0.00125882462
633	0.001258400855
634	0.001255263721
635	0.001252119856
636	0.001248123459
637	0.001246420142
638	0.001243063311
639	0.001239732265
640	0.001237723952
641	0.001233420962
642	0.001228786738
643	0.001226954424
644	0.001224920439
645	0.001220312822
646	0.001218185603
647	0.001215066425
648	0.001213803739
649	0.001211701804
650	0.00120728293
651	0.001205938572
652	0.001205389099
653	0.001203618958
654	0.001200305081
655	0.001197407549
656	0.00119380967
657	0.001192425625
658	0.00119206219
659	0.001191932678
660	0.001190663246
661	0.001188839818
662	0.001187495157
663	0.001187372276
664	0.001185428303
665	0.001183836005
666	0.001182256693
667	0.001181922373
668	0.001181786153
669	0.001181501087
670	0.001181373245
671	0.001178546917
672	0.001177155537
673	0.001176092324
674	0.001175972532
675	0.001172595388
676	0.001170996108
677	0.001167339926
678	0.001166672424
679	0.001164030721
680	0.001163527544
681	0.001162535484
682	0.001159682086
683	0.001158024874
684	0.001155306477
685	0.001152012045
686	0.001148890944
687	0.001145647051
688	0.00114527389
689	0.001145152844
690	0.00114502232
691	0.001141786866
692	0.001141674943
693	0.001141477874
694	0.0011398178
695	0.001137716794
696	0.001135031583
697	0.001132432823
698	0.001131431313
699	0.001129413391
700	0.00112930255
701	0.00112900686
702	0.001125093839
703	0.001124871663
704	0.001123310904
705	0.001121799335
706	0.001120307623
707	0.001120162918
708	0.001117557618
709	0.001115119762
710	0.001114965885
711	0.001114853055
712	0.001111498606
713	0.001110507451
714	0.001107074308
715	0.001105489595
716	0.001102808293
717	0.001100312405
718	0.001099198973
719	0.001098226247
720	0.001096878302
721	0.00109326903
722	0.00109316042
723	0.001089357997
724	0.001089084042
725	0.001088973596
726	0.001088644789
727	0.00108577272
728	0.001082843246
729	0.001082105981
730	0.001078619511
731	0.001075158636
732	0.001074129767
733	0.001071215514
734	0.001071109428
735	0.001069724952
736	0.001068647141
737	0.001068360512
738	0.001066138012
739	0.001066032868
740	0.001065891071
741	0.001064856207
742	0.001064614119
743	0.001061083097
744	0.001059757743
745	0.001058351727
746	0.001055934841
747	0.001054830591
748	0.001054600024
749	0.001052286184
750	0.001051281293
751	0.001050974391
752	0.001048844851
753	0.001048032921
754	0.001045671192
755	0.001044662222
756	0.001044470523
757	0.001043760543
758	0.001041543453
759	0.001041205406
760	0.001040835956
761	0.001037726248
762	0.001034972721
763	0.001031773947
764	0.001029607809
765	0.001029513433
766	0.00102938236
767	0.001027171078
768	0.001025004068
769	0.00102294784
770	0.001022824405
771	0.001020031754
772	0.001019908929
773	0.001019628624
774	0.001019534723
775	0.00101749969
776	0.001014606927
777	0.00101243426
778	0.001009470792
779	0.001006871856
780	0.001005473318
781	0.001005276646
782	0.001005079812
783	0.00100343357
784	0.001000437471
785	0.0009974944357
786	0.0009974031217
787	0.0009945042099
788	0.0009924920232
789	0.0009912856762
790	0.0009892672472
791	0.0009881384663
792	0.0009870825698
793	0.0009843621745
794	0.0009831551323
795	0.0009830544932
796	0.0009821150057
797	0.0009809827217
798	0.0009796574189
799	0.0009767408241
800	0.0009748714206
801	0.0009747567392
802	0.0009723329645
803	0.0009704976064
804	0.0009695798326
805	0.0009687045129
806	0.0009661902278
807	0.0009637599888
808	0.0009636794453
809	0.0009635947526
810	0.0009628667416
811	0.0009627659204
812	0.00096268886
813	0.0009611496635
814	0.0009589045453
815	0.0009564502328
816	0.0009556944568
817	0.000953358039
818	0.0009522476482
819	0.0009510784487
820	0.0009491887756
821	0.0009466810215
822	0.0009464950569
823	0.0009463022973
824	0.0009455034837
825	0.0009448958745
826	0.0009441084867
827	0.00094268806
828	0.0009409468764
829	0.000939141401
830	0.0009383367234
831	0.0009370123915
832	0.0009360312605
833	0.0009350124497
834	0.0009326466912
835	0.0009319419314
836	0.0009301739533
837	0.0009284781478
838	0.0009260134132
839	0.0009242745809
840	0.0009234667927
841	0.0009223822739
842	0.000920356687
843	0.000918165606
844	0.0009169497921
845	0.0009152345991
846	0.0009151475961
847	0.0009140415631
848	0.0009139514065
849	0.0009137892027
850	0.0009128172433
851	0.0009127100843
852	0.0009102283729
853	0.0009086084415
854	0.0009069884707
855	0.0009063154265
856	0.0009046130691
857	0.0009045386626
858	0.000903252542
859	0.0009015200131
860	0.0009001346419
861	0.0008992059732
862	0.0008984677735
863	0.0008983147557
864	0.0008961293879
865	0.0008958747692
866	0.0008956578727
867	0.0008941065593
868	0.0008924776813
869	0.0008922587846
870	0.0008915035332
871	0.0008906062038
872	0.0008891502889
873	0.0008877055085
874	0.0008861287443
875	0.000883881876
876	0.0008831693577
877	0.0008810445353
878	0.0008804625987
879	0.00087891504
880	0.0008773985987
881	0.0008763451057
882	0.0008762704566
883	0.00087620226
884	0.0008760453996
885	0.0008759781454
886	0.0008753504145
887	0.000873135261
888	0.0008711288384
889	0.0008696239666
890	0.0008689209505
891	0.000866723488
892	0.0008662519236
893	0.000866052198
894	0.0008638085847
895	0.0008615825634
896	0.0008604724433
897	0.0008604121098
898	0.0008595094434
899	0.0008588920295
900	0.0008588260575
901	0.0008581139813
902	0.0008571963094
903	0.0008557277525
904	0.0008556668256
905	0.0008556059023
906	0.0008553953977
907	0.0008552643961
908	0.0008542755609
909	0.0008536294919
910	0.0008535637709
911	0.0008516142815
912	0.0008509973295
913	0.0008501727369
914	0.0008500148072
915	0.0008486041184
916	0.0008479636367
917	0.0008477397804
918	0.0008471162742
919	0.0008470462533
920	0.0008469859249
921	0.0008460071098
922	0.0008445092709
923	0.0008436210243
924	0.0008414437305
925	0.0008413739871
926	0.0008407466807
927	0.0008392895534
928	0.000837051505
929	0.0008369904833
930	0.0008368716011
931	0.0008359093466
932	0.0008351201445
933	0.0008349613647
934	0.0008334829779
935	0.0008325023562
936	0.0008320833834
937	0.0008315411692
938	0.0008301680474
939	0.000829398331
940	0.0008293404601
941	0.0008287078091
942	0.0008285670443
943	0.0008284347703
944	0.0008266907604
945	0.0008255382449
946	0.0008254309106
947	0.0008239840056
948	0.0008238421921
949	0.0008237494498
950	0.0008236927661
951	0.0008229642729
952	0.0008221847358
953	0.0008207177316
954	0.0008205386813
955	0.0008196683351
956	0.0008190817205
957	0.0008183836931
958	0.0008178162161
959	0.0008157447845
960	0.0008151993218
961	0.0008144556478
962	0.0008142942418
963	0.0008141240586
964	0.0008135562735
965	0.0008119765458
966	0.0008114503367
967	0.0008113683025
968	0.0008099390129
969	0.0008091890541
970	0.0008091119482
971	0.0008076687157
972	0.0008075763388
973	0.0008075174619
974	0.0008067594534
975	0.0008053585018
976	0.0008045751821
977	0.0008029300676
978	0.0008027994073
979	0.0008021983625
980	0.0008002255223
981	0.0007995372254
982	0.0007989621045
983	0.0007981116811
984	0.0007980012274
985	0.0007976021219
986	0.0007961068319
987	0.0007949065876
988	0.0007942780181
989	0.0007941483571
990	0.0007939408062
991	0.0007931768952
992	0.0007931246785
993	0.0007923173067
994	0.0007918285106
995	0.0007901175387
996	0.0007882001398
997	0.0007869290923
998	0.0007868748389
999	0.000785809891
